DrugID,Formula,DrugName,Target,Disease,NewDisease
DB00471,C35H36ClNO3S,Montelukast,CLTR1,Allergic rhinitis; Exercise-induced bronchospasm; Asthma,SARS-CoV-2
DB00922,C14H12N6O,Levosimendan,TNNC1,Congestive heart failure; Heart failure; Cardiac output syndrome; Pulmonary hypertension,Lymphoma
DB01058,C19H24N2O2,Praziquantel,HPGDS,Schistosomiasis,Psoriasis
DB00715,C19H20FNO3,Paroxetine,SC6A4,Depression; Anxiety,Human colon cancer
DB00203,C22H30N6O4S,Sildenafil,PDE5,Erectile dysfunction; Coronavirus Disease 2019 (COVID-19),Lung cancer
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Cryptosporidiosis; Giardiasis; Diarrhea,Newcastle disease virus
DB00564,C15H12N2O,Carbamazepine,voltage-gated sodium channels,Congestive heart failure; Hypertension; Depression; Epilepsy; Type-1 diabetes; Gastric adenocarcinoma,Epileptic encephalopathy
DB08908,C6H8O4,Dimethyl Fumarate,Nrf2,Multiple Sclerosis,Parkinson's Disease
DB06282,C21H25ClN2O3,Levocetirizine,transmembrane G protein-coupled receptors; histamine H1 receptors,"Cutaneous, respiratory, and ocular allergies",Alopecia
DB00641,C25H38O5,Simvastatin,HMDH,Epilepsy; Hypercholesterolaemia,Prostate cancer
DB00460,C41H42N4O8,Verteporfin,CNV,Macular degeneration; Psoriasis vulgaris,IDH Mutant Gliomas
DB00520,C52H88N10O15,Caspofungin,Fungal cell wall,Fungal infection,Alzheimer's disease
DB00726,C20H26N2,Trimipramine,SC6A2,Depression,Small cell lung cancer (SCLC)
DB01104,C17H17Cl2N,Sertraline,SC6A4,Depression,Alzheimer's disease (AD)
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African sleeping sickness; African river blindness; African trypanosomiasis,Breast cancer lung metastasis
DB09274,C19H28O8,Artesunate,cell membrane,Malaria,Depression
DB00495,C10H13N5O4,Zidovudine,FLT3; POL,Human immunodeficiency virus infection,Multidrug-resistant (MDR) Enterobacterales
DB01073,C10H12FN5O4,Fludarabine,ADA,Chronic lymphocytic leukaemia; Haematological malignancy,Malignant pleural mesothelioma
DB00344,C19H21N,Protriptyline,SC6A2,Depression,Alzheimer's disease
DB00997,C27H29NO11,Doxorubicin,TOP2A; TOP2B; TERT,Type 2 diabetes; Solid tumour/cancer; Hepatocellular carcinoma; Breast cancer,Cervical cancer
DB01418,C19H15NO6,Acenocoumarol,VKOR1,Thrombosis,"Chronic inflammatory diseases (e.g., atopic dermatitis and psoriasis)"
DB00358,C17H16F6N2O,Mefloquine,Plasmodium falciparum,Malaria,Pathogenic yeasts and molds
DB00328,C19H16ClNO4,Indomethacin,PGH2,Rheumatoid arthritis,Dedifferentiated liposarcoma
DB00726,C20H26N2,Trimipramine,SC6A2,Depression,Small cell lung cancer (SCLC)
DB08864,C22H18N6,Rilpivirine,POL; SCNAA,Human immunodeficiency virus infection,Chronic liver injury
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Gastric cancer
DB14480,C5H10N2O2S,Acetylcysteine amide,glutathione,Acetaminophen toxicity,Dengue
DB00922,C14H12N6O,Levosimendan,TNNC1,Congestive heart failure; Heart failure; Cardiac output syndrome; Pulmonary hypertension,Lymphoma
DB09019,C14H20Br2N2,Bromhexine,Mucin,Sjogren syndrome,Antiallodynic agent
DB08882,C25H28N8O2,Linagliptin,DPP4,Type-2 diabetes,Colorectal cancer
DB00540,C19H21N,Nortriptyline,SC6A4,Bladder cancer; Depression,Multiple myeloma
DB01103,C23H30ClN3O,Quinacrine,PA21B,Malarial,Malignant Pleural Mesothelioma
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB06145,C43H74N2O14,Spiramycin,Gram-positive bacteria,Bacterial infection,Anti-inflammatory
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea,Quiescent and glucose-deprived clonogenic colon tumour cells
DB14480,C5H10N2O2S,Acetylcysteine amide,glutathione,Acetaminophen toxicity,Dengue
DB00328,C19H16ClNO4,Indomethacin,PGH2,Rheumatoid arthritis,Dedifferentiated liposarcoma
DB03880,C23H31N3O4S2,Batimastat,MMP3,Idiopathic pulmonary fibrosis; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB00613,C20H22ClN3O,Amodiaquine,HNMT,Malaria,NSCLC
DB06803,C13H8Cl2N2O4,Niclosamide,Mitochondrial oxidative phosphorylation in parasites,Cestodes infection,Hepatocellular Carcinoma???HCC??¡ë
DB06782,C3H8OS2,Dimercaprol,Heavy metal ions,Poison intoxication,Snakebite
DB09274,C19H28O8,Artesunate,cell membrane,Malaria,Depression
DB00328,C19H16ClNO4,Indomethacin,PGH2,Rheumatoid arthritis,Dedifferentiated liposarcoma
DB00549,C31H33N3O6S,Zafirlukast,CLTR1,Asthma,Tuberculosis
DB11459,C43H63NO11,Selamectin,Glutamate-gated chloride channels in parasites,"Parasitic diseases such as river blindness, elephantiasis and scabies",Uveal melanoma
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB12422,C6H11NOS2,Sulforaphane,Nrf2,Solid tumour/cancer,Ovarian cancer
DB01076,C33H35FN2O5,Atorvastatin,HMDH,Cardiovascular disease,Vulvovaginal and oral candidiasis
DB00358,C17H16F6N2O,Mefloquine,Plasmodium falciparum,Malaria,Pathogenic yeasts and molds
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB09241,C16H18ClN3S,Methylene blue,redox indicator,Acquired methemoglobinemia,Nonalcoholic fatty liver disease; steatosis and steatohepatitis
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis,Chikungunya virus (CHIKV)
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Bipolar disorder; Methhemeglobinemia; Acquired methemoglobinemia,Neurological deficits associated with OP exposure
DB00811,C8H12N4O5,Ribavirin,IMDH1,Hepatitis C virus infection,Type I diabetes
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis,Chikungunya virus (CHIKV)
DB06401,C30H34N2O3,Bazedoxifene,ESR1,Osteopetrosis,Persistent HPV (Human Papillomavirus) infection
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Thrombocytopenia; Idiopathic thrombocytopenic purpura,Cryptococcosis
DB05105,C18H18F3N3O3,Pleconaril,CAPSD,Virus infection,Type I diabetes
DB01104,C17H17Cl2N,Sertraline,SC6A4,Depression,Alzheimer's disease (AD)
DB00615,C46H62N4O11,Rifabutin,RNA polymerase,Mycobacterium infection; Tuberculosis,M. abscessus lung disease
DB00715,C19H20FNO3,Paroxetine,SC6A4,Depression; Anxiety,Human colon cancer
DB00788,C14H14O3,Naproxen,PGH2; PGH1,Allergy; Asthma; Osteoarthritis; Pain,SARS-CoV-2 infection
DB16607,ClLi,Lithium chloride,GSK3A,Bipolar disorder; Methhemeglobinemia,Neurological deficits associated with OP exposure
DB09241,C16H18ClN3S,Methylene blue,redox indicator,Acquired methemoglobinemia,Nonalcoholic fatty liver disease; steatosis and steatohepatitis
DB12783,C10H15N3O5,Benserazide,DDC,Parkinson,Tumor
DB00358,C17H16F6N2O,Mefloquine,Plasmodium falciparum,Malaria,Pathogenic yeasts and molds
DB00675,C26H29NO,Tamoxifen,ESR1,Breast cancer,Immune-mediated diseases
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Cryptosporidiosis; Giardiasis; Diarrhea,Newcastle disease virus
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Multiple myeloma
DB00938,C25H37NO4,Salmeterol,ADRB2,Asthma; Chronic obstructive pulmonary disease,Down syndrome
DB01029,C25H28N6O,Irbesartan,AGTR1,Hypertension,HBV
DB01117,C22H19ClO3,Atovaquone,PYRD,Pneumocystis pneumonia; Fungal infection,Triple-negative breast cancer (TNBC)
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea,Quiescent and glucose-deprived clonogenic colon tumour cells
DB00922,C14H12N6O,Levosimendan,TNNC1,Congestive heart failure; Heart failure; Cardiac output syndrome; Pulmonary hypertension,Lymphoma
DB00344,C19H21N,Protriptyline,SC6A2,Depression,Alzheimer's disease
DB00520,C52H88N10O15,Caspofungin,Fungal cell wall,Fungal infection,Alzheimer's disease
DB06145,C43H74N2O14,Spiramycin,Gram-positive bacteria,Bacterial infection,Anti-inflammatory
DB00520,C52H88N10O15,Caspofungin,Fungal cell wall,Fungal infection,Alzheimer's disease
DB09274,C19H28O8,Artesunate,cell membrane,Malaria,Depression
DB11672,C21H20O6,Curcumin,CAH2; CAH4; CAH1; CAH12; CAH14; CAH9; CAH6; PGH2; MMP9; MMP13; PGH1; A4; XDH; NOS2; CP3A4; DNM3B,Solid tumour/cancer,Ovarian cancer
DB00966,C33H30N4O2,Telmisartan,AGTR1,Hypertension,Chikungunya
DB06290,C38H47N5O7S2,Simeprevir,POLG,Chronic HCV-1 infection,MRSA
DB00615,C46H62N4O11,Rifabutin,RNA polymerase,Mycobacterium infection; Tuberculosis,M. abscessus lung disease
DB00328,C19H16ClNO4,Indomethacin,PGH2,Allergy; Asthma; Rheumatoid arthritis,SARS-CoV-2 infection
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African sleeping sickness; African river blindness; African trypanosomiasis,Breast cancer lung metastasis
DB03880,C23H31N3O4S2,Batimastat,MMP3,Idiopathic pulmonary fibrosis; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB00966,C33H30N4O2,Telmisartan,AGTR1,Hypertension,Chikungunya
DB00321,C20H23N,Amitriptyline,SC6A4; SC6A2,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB08908,C6H8O4,Dimethyl Fumarate,Nrf2,Multiple Sclerosis,Parkinson's Disease
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Cervical cancer
DB00788,C14H14O3,Naproxen,PGH2; PGH1,Osteoarthritis; Pain,Influenza A virus.
DB08604,C12H7Cl3O2,Triclosan,Q965D5,Malaria,Prostate cancer
DB00920,C19H19NOS,Ketotifen,HRH1,Allergic conjunctivitis; Allergic rhinitis; Bronchial asthma,Neuroendocrine prostate cancer
DB05766,,Norclozapine,ACM1,Schizophrenia,Dengue Virus
DB01103,C23H30ClN3O,Quinacrine,PA21B,Malarial,Malignant Pleural Mesothelioma
DB06292,C21H25ClO6,Empagliflozin,SC5A2,Type-1 diabetes,Blood-brain barrier crossing ability
DB00495,C10H13N5O4,Zidovudine,FLT3; POL,Human immunodeficiency virus infection,Multidrug-resistant (MDR) Enterobacterales
DB00495,C10H13N5O4,Zidovudine,FLT3; POL,Human immunodeficiency virus infection,Carbapenem-resistant Enterobacteriaceae (CRE)
DB11459,C43H63NO11,Selamectin,Glutamate-gated chloride channels in parasites,"Parasitic diseases such as river blindness, elephantiasis and scabies",Uveal melanoma
DB00788,C14H14O3,Naproxen,PGH2; PGH1,Osteoarthritis; Pain,Influenza A virus.
DB00535,C14H13N5O5S2,Cefdinir,Bacterial cell wall,Bacterial infection,Tuberculosis (TB)
DB11619,C21H24O2,Gestrinone,ESR1,Endometriosis; Breast cancer,Gynecological cancers
DB06272,C26H42O4,Maxacalcitol,VDR,Psoriasis; Disorder of calcium metabolism,Influenza vaccine
DB00602,C95H146O28,Ivermectin,GABA,Onchocerciasis,Tegumentary leishmaniasis
DB01076,C33H35FN2O5,Atorvastatin,HMDH,Cardiovascular disease,Vulvovaginal and oral candidiasis
DB00828,C3H7O4P,Fosfomycin,MURA,Bacterial infection,Multidrug-resistant (MDR) Enterobacterales
DB00643,C16H13N3O3,Mebendazole,Tubulin,Worm infection,Brain tumors
DB04835,C29H41F2N5O,Maraviroc,CCR5,Human immunodeficiency virus infection; Chronic obstructive pulmonary disease,Metastatic triple-negative breast cancer
DB00613,C20H22ClN3O,Amodiaquine,HNMT,Malaria,SARS-CoV-2
DB06272,C26H42O4,Maxacalcitol,VDR,Psoriasis; Disorder of calcium metabolism,Influenza vaccine
DB11672,C21H20O6,Curcumin,CAH2; CAH4; CAH1; CAH12; CAH14; CAH9; CAH6; PGH2; MMP9; MMP13; PGH1; A4; XDH; NOS2; CP3A4; DNM3B,Solid tumour/cancer,Ovarian cancer
DB01407,C12H18Cl2N2O,Clenbuterol,ADRB2,Asthma; Chronic breathing disorder,Down syndrome
DB00205,C12H13ClN4,Pyrimethamine,FOLR1,Malaria,Lung cancer
DB08882,C25H28N8O2,Linagliptin,DPP4,Type-2 diabetes,Colorectal cancer
DB12466,C5H4FN3O2,Favipiravir,RPOA; RPOB; RPOC; RPOZ,Influenza virus infection,Type I diabetes
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Liver tissue damage associated with prostate cancer and diabetes
DB09074,C24H23FN4O3,Olaparib,PARP,Ovarian cancer; Pancreatic cancer; Prostate cancer,Sepsis
DB08864,C22H18N6,Rilpivirine,POL; SCNAA,Human immunodeficiency virus infection,Chronic liver injury
DB00328,C19H16ClNO4,Indomethacin,PGH2,Allergy; Asthma; Rheumatoid arthritis,SARS-CoV-2 infection
DB00205,C12H13ClN4,Pyrimethamine,FOLR1,Malaria,Lung cancer
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Thrombocytopenia; Idiopathic thrombocytopenic purpura,Cryptococcosis
DB00811,C8H12N4O5,Ribavirin,IMDH1,Hepatitis C virus infection,Type I diabetes
DB01234,C22H29FO5,Dexamethasone,GCR,Coronavirus Disease 2019 (COVID-19),Dedifferentiated liposarcoma
DB08901,C29H27F3N6O,Ponatinib,RET; FLT3; KIT; ABL1; BCR,Chronic myeloid leukemia; Acute lymphoblastic leukaemia,KIT-mutation-bearing melanomas
DB00460,C41H42N4O8,Verteporfin,CNV,Macular degeneration; Psoriasis vulgaris,IDH Mutant Gliomas
DB00643,C16H13N3O3,Mebendazole,Tubulin,Worm infection,Brain tumors
DB01407,C12H18Cl2N2O,Clenbuterol,ADRB2,Asthma; Chronic breathing disorder,Down syndrome
DB00560,C29H39N5O8,Tigecycline,F4NA87,Skin infection,Carbapenem-resistant Enterobacteriaceae (CRE)
DB12783,C10H15N3O5,Benserazide,DDC,Parkinson,Tumor
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Thrombocytopenia; Idiopathic thrombocytopenic purpura,Cryptococcosis
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB00938,C25H37NO4,Salmeterol,ADRB2,Asthma; Chronic obstructive pulmonary disease,Down syndrome
DB00811,C8H12N4O5,Ribavirin,IMDH1,Hepatitis C virus infection,Type I diabetes
DB01141,C56H71N9O23S,Micafungin,FKS2,Candidiasis,Hand-foot-mouth disease (HFMD); severe neurological complications
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Multiple myeloma
DB03880,C23H31N3O4S2,Batimastat,MMP3,Idiopathic pulmonary fibrosis; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB06272,C26H42O4,Maxacalcitol,VDR,Psoriasis; Disorder of calcium metabolism,Influenza vaccine
DB08864,C22H18N6,Rilpivirine,POL; SCNAA,Human immunodeficiency virus infection,Chronic liver injury
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea; Coronavirus Disease 2019 (COVID-19),Atherosclerosis
DB00972,C22H24ClN3O,Azelastine,HRH1,Allergic conjunctivitis,SARS-CoV-2
DB01136,C24H26N2O4,Carvedilol,Adrenergic receptors,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB00641,C25H38O5,Simvastatin,HMDH,Hypercholesterolaemia,Antibacterial
DB01029,C25H28N6O,Irbesartan,AGTR1,Hypertension,HBV
DB00602,C95H146O28,Ivermectin,GABA,Onchocerciasis,Tegumentary leishmaniasis
DB11594,C22H40NO,Domiphen,fungal CYP450 14?¡À-lanosterol demethylase,Fungal infection,Candida infections
DB00549,C31H33N3O6S,Zafirlukast,CLTR1,Asthma,Tuberculosis
DB00520,C52H88N10O15,Caspofungin,Fungal cell wall,Fungal infection,Alzheimer's disease
DB13855,C12H9N3O5,Nifuroxazide,Bacterial enzymes,Diarrhoea,Pulmonary fibrosis
DB00344,C19H21N,Protriptyline,SC6A2,Depression,Alzheimer's disease
DB12466,C5H4FN3O2,Favipiravir,RPOA; RPOB; RPOC; RPOZ,Influenza virus infection,Type I diabetes
DB01418,C19H15NO6,Acenocoumarol,VKOR1,Thrombosis,"Chronic inflammatory diseases (e.g., atopic dermatitis and psoriasis)"
DB01418,C19H15NO6,Acenocoumarol,VKOR1,Thrombosis,"Chronic inflammatory diseases (e.g., atopic dermatitis and psoriasis)"
DB01167,C35H38Cl2N8O4,Itraconazole,CP51,Fungal infection,Visceral leishmaniasis
DB00602,C95H146O28,Ivermectin,GABA,Onchocerciasis,Tegumentary leishmaniasis
DB06803,C13H8Cl2N2O4,Niclosamide,Mitochondrial oxidative phosphorylation in parasites,Cestodes infection,Hepatocellular Carcinoma???HCC??¡ë
DB01103,C23H30ClN3O,Quinacrine,PA21B,Malaria,Acute myeloid leukemia
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African sleeping sickness; African river blindness; African trypanosomiasis,Breast cancer lung metastasis
DB01058,C19H24N2O2,Praziquantel,HPGDS,Schistosomiasis,Psoriasis
DB08604,C12H7Cl3O2,Triclosan,Q965D5,Malaria,Prostate cancer
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African sleeping sickness; African river blindness; African trypanosomiasis,Breast cancer lung metastasis
DB09019,C14H20Br2N2,Bromhexine,Mucin,Sjogren syndrome,Antiallodynic agent
DB06782,C3H8OS2,Dimercaprol,Heavy metal ions,Poison intoxication,Snakebite
DB00641,C25H38O5,Simvastatin,HMDH,Hypercholesterolaemia,Antibacterial
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Multiple myeloma
DB08882,C25H28N8O2,Linagliptin,DPP4,Type-2 diabetes,Colorectal cancer
DB11594,C22H40NO,Domiphen,fungal CYP450 14?¡À-lanosterol demethylase,Fungal infection,Candida infections
DB06292,C21H25ClO6,Dapagliflozin,SC5A2,Type-2 diabetes,Blood-brain barrier crossing ability
DB00520,C52H88N10O15,Caspofungin,Fungal cell wall,Fungal infection,Alzheimer's disease
DB00455,C22H23ClN2O2,Loratadine,HRH1,Allergy; Allergic rhinitis,Liver Cancer
DB00602,C95H146O28,Lvermectin,Glutamate-gated chloride channels in parasites,Parasitic infestations,Covid-19
DB00313,C8H16O2,Valproic acid,GSK3A,Epilepsy; Hypercholesterolemia; Coronavirus Disease 2019 (COVID-19),Prostate cancer
DB00641,C25H38O5,Simvastatin,HMDH,Hypercholesterolaemia,Antibacterial
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Cryptosporidiosis; Giardiasis; Diarrhea,Newcastle disease virus
DB08901,C29H27F3N6O,Ponatinib,RET; FLT3; KIT; ABL1; BCR,Acute lymphoblastic leukaemia; Chronic myeloid leukemia,Tumor
DB00495,C10H13N5O4,Zidovudine,FLT3; POL,Human immunodeficiency virus infection,Carbapenem-resistant Enterobacteriaceae (CRE)
DB00176,C15H21F3N2O2,Fluvoxamine,Serotonin reuptake,Depression,Arthritic
DB16607,ClLi,Lithium chloride,GSK3A,Bipolar disorder; Methhemeglobinemia,Neurological deficits associated with OP exposure
DB00922,C14H12N6O,Levosimendan,TNNC1,Congestive heart failure; Heart failure; Cardiac output syndrome; Pulmonary hypertension,Lymphoma
DB00920,C19H19NOS,Ketotifen,HRH1,Allergic conjunctivitis; Allergic rhinitis; Bronchial asthma,Neuroendocrine prostate cancer
DB09241,C16H18ClN3S,Methylene blue,redox indicator,Acquired methemoglobinemia,Nonalcoholic fatty liver disease; steatosis and steatohepatitis
DB00811,C8H12N4O5,Ribavirin,IMDH1,Hepatitis C virus infection,Type I diabetes
DB12242,C17H19FN4O2S,AZD-7762,CHK1,Solid tumour/cancer,Degranulation of mast cells and allergic response
DB00938,C25H37NO4,Salmeterol,ADRB2,Chronic obstructive pulmonary disease,Dengue Virus
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis; African sleeping sickness; African river blindness,SARS-CoV-2
DB01117,C22H19ClO3,Atovaquone,PYRD,Pneumocystis pneumonia; Fungal infection,Triple-negative breast cancer (TNBC)
DB00920,C19H19NOS,Ketotifen,HRH1,Allergic conjunctivitis; Allergic rhinitis; Bronchial asthma,Neuroendocrine prostate cancer
DB01058,C19H24N2O2,Praziquantel,HPGDS,Schistosomiasis,Psoriasis
DB00615,C46H62N4O11,Rifabutin,RNA polymerase,Mycobacterium infection; Tuberculosis,M. abscessus lung disease
DB00602,C95H146O28,Ivermectin,GABA,Onchocerciasis,Tegumentary leishmaniasis
DB00477,C17H19ClN2S,Chlorpromazine,DRD2,Malaria; Adenovirus; Schizophrenia,Crimean-Congo hemorrhagic fever virus
DB00602,C95H146O28,Ivermectin,GABA,Onchocerciasis,Tegumentary leishmaniasis
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Bipolar disorder; Methhemeglobinemia; Acquired methemoglobinemia,Neurological deficits associated with OP exposure
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Bipolar disorder; Methhemeglobinemia; Acquired methemoglobinemia,Neurological deficits associated with OP exposure
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea; Coronavirus Disease 2019 (COVID-19),Atherosclerosis
DB12242,C17H19FN4O2S,AZD-7762,CHK1,Solid tumour/cancer,Degranulation of mast cells and allergic response
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Cervical cancer
DB00412,C18H19N3O3S,Rosiglitazone,PPAR-?3,Diabete,Human adenoviruses (HAdVs
DB00358,C17H16F6N2O,Mefloquine,Plasmodium falciparum,Malaria,Pathogenic yeasts and molds
DB01103,C23H30ClN3O,Quinacrine,PA21B,Malarial,Malignant Pleural Mesothelioma
DB11526,C28H30N6OS,Masitinib,SRC,Amyotrophic lateral sclerosis; Metastatic gastric or gastroesophageal junction cancer; Multiple sclerosis; Gastrointestinal stromal tumour; Ovarian cancer; Pancreatic cancer,COVID-19
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Cervical cancer
DB07615,C18H17NO5,Tranilast,HRH1; STS,Bronchial asthma; allergic rhinitis; Ocular allergy,Neuropathic Pain
DB06292,C21H25ClO6,Dapagliflozin,SC5A2,Type-2 diabetes,Blood-brain barrier crossing ability
DB00972,C22H24ClN3O,Azelastine,HRH1,Allergic conjunctivitis,Colorectal cancer
DB06292,C21H25ClO6,Dapagliflozin,SC5A2,Type-2 diabetes,Blood-brain barrier crossing ability
DB11594,C22H40NO,Domiphen,fungal CYP450 14?¡À-lanosterol demethylase,Fungal infection,Candida infections
DB00643,C16H13N3O3,Mebendazole,Tubulin,Worm infection,Brain tumors
DB09074,C24H23FN4O3,Olaparib,PARP,Ovarian cancer; Pancreatic cancer; Prostate cancer,Sepsis
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Depression,Neuroendocrine prostate cancer
DB06401,C30H34N2O3,Bazedoxifene,ESR1,Osteopetrosis,Persistent HPV (Human Papillomavirus) infection
DB11526,C28H30N6OS,Masitinib,SRC,Amyotrophic lateral sclerosis; Metastatic gastric or gastroesophageal junction cancer; Multiple sclerosis; Gastrointestinal stromal tumour; Ovarian cancer; Pancreatic cancer,COVID-19
